סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
1161,רהט,הדרום,באר שבע,יישובים לא יהודיים 99999-50000 תושבים,עירייה,אזור באר שבע,"79,064",199,96,"78,864",אשכול רשויות נגב מערבי        
2051,רווחה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,573,573,573,-,ללא שיוך לאשכול               
2016,רוויה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,459,455,455,3,אשכול רשויות הכנרת והעמקים    
1341,רוח מדבר,הדרום,באר שבע,יישובים מוסדיים יהודיים,רמת נגב,הר הנגב הצפוני,57,49,32,9,אשכול רשויות נגב מזרחי        
362,רוחמה,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,761,731,696,29,אשכול רשויות נגב מערבי        
539,רומאנה,הצפון,,יישובים כפריים אחרים לא יהודיים,אל-בטוף,הרי נצרת-תירען,"1,276",-,-,"1,276",אשכול רשויות הכנרת והעמקים    
997,רומת הייב,הצפון,,יישובים לא יהודיים 4999-2000 תושבים,אל-בטוף,הרי נצרת-תירען,"2,217",1,1,"2,216",אשכול רשויות הכנרת והעמקים    
3619,רועי,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,170,162,161,7,אשכול יהודה ושומרון           
3782,רותם,יהודה והשומרון,,יישובים קהילתיים,ערבות הירדן,,275,275,275,-,אשכול יהודה ושומרון           
854,רחוב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק המעיינות,עמק בית שאן,400,400,400,-,אשכול רשויות הכנרת והעמקים    
8400,רחובות,המרכז,רחובות,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור רחובות,"150,748","150,358","141,132",390,ללא שיוך לאשכול               
3822,רחלים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,062","1,062","1,062",-,אשכול יהודה ושומרון           
540,ריחאנייה,הצפון,צפת,יישובים כפריים אחרים לא יהודיים,מרום הגליל,גליל עליון מזרחי,"1,242",1,-,"1,241",אשכול רשויות גליל מזרחי       
3568,ריחן,יהודה והשומרון,יהודה ושומרון,מושבים שיתופיים,שומרון,,408,408,387,-,אשכול יהודה ושומרון           
542,ריינה,הצפון,,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הרי נצרת-תירען,"19,397",28,8,"19,369",אשכול רשויות הגליל והעמקים    
3565,רימונים,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,707,701,659,6,אשכול יהודה ושומרון           
616,רינתיה,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,"1,197","1,197","1,175",-,ללא שיוך לאשכול               
922,רכסים,חיפה,חיפה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"14,198","14,198","14,174",-,אשכול רשויות המפרץ            
1069,רם-און,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,957,958,953,-,אשכול רשויות הגליל והעמקים    
4702,רמות,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,572,572,557,-,אשכול רשויות גליל מזרחי       
206,רמות השבים,המרכז,פתח תקווה,יישובים כפריים אחרים יהודיים,דרום השרון,דרום השרון,"1,709","1,708","1,687",-,אשכול רשויות השרון            
735,רמות מאיר,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,757,757,751,-,ללא שיוך לאשכול               
445,רמות מנשה,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,"1,244","1,243","1,214",1,אשכול רשויות הגליל והעמקים    
372,רמות נפתלי,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,551,551,539,-,אשכול רשויות גליל מזרחי       
8500,רמלה,המרכז,רמלה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור רמלה,"79,132","59,474","55,114","19,658",ללא שיוך לאשכול               
8600,רמת גן,תל אביב,,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור רמת גן,"172,486","171,322","159,196","1,163",ללא שיוך לאשכול               
135,רמת דוד,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,582,583,573,-,אשכול רשויות הגליל והעמקים    
184,רמת הכובש,המרכז,פתח תקווה,קיבוצים,דרום השרון,דרום השרון,"1,206","1,206","1,168",-,אשכול רשויות השרון            
335,רמת השופט,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,"1,186","1,186","1,122",-,אשכול רשויות הגליל והעמקים    
2650,רמת השרון,תל אביב,תל אביב,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור תל אביב,"48,181","48,124","47,221",56,ללא שיוך לאשכול               
4029,רמת טראמפ,הצפון,גולן,יישובים קהילתיים,גולן,גולן צפוני,87,87,87,-,אשכול רשויות גליל מזרחי       
178,רמת יוחנן,חיפה,חיפה,קיבוצים,זבולון,אזור חיפה,"1,068","1,068","1,034",1,אשכול רשויות המפרץ            
122,רמת ישי,הצפון,יזרעאל,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יקנעם,"8,120","8,108","7,877",11,ללא שיוך לאשכול               
4701,רמת מגשימים,הצפון,גולן,מושבים שיתופיים,גולן,גולן דרומי,820,820,820,-,אשכול רשויות גליל מזרחי       
339,רמת צבי,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,רמת כוכב,768,763,748,5,אשכול רשויות הגליל והעמקים    
460,רמת רזיאל,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,659,659,629,-,ללא שיוך לאשכול               
127,רמת רחל,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,550,551,536,-,ללא שיוך לאשכול               
789,רנן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,719,719,710,-,אשכול רשויות נגב מערבי        
713,רעים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,422,421,391,1,אשכול רשויות נגב מערבי        
8700,רעננה,המרכז,פתח תקווה,יישובים יהודיים 99999-50000 תושבים,עירייה,דרום השרון,"80,260","80,209","77,727",51,אשכול רשויות השרון            
1228,רקפת,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,038","1,034","1,010",4,אשכול רשויות בית הכרם הגלילי  
247,רשפון,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,471","1,471","1,429",-,ללא שיוך לאשכול               
437,רשפים,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,"1,256","1,255","1,236",-,אשכול רשויות הכנרת והעמקים    
1260,רתמים,הדרום,באר שבע,מושבים שיתופיים,רמת נגב,הר הנגב הצפוני,651,651,651,-,אשכול רשויות נגב מזרחי        
324,שאר ישוב,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,עמק חולה,649,649,623,-,אשכול רשויות גליל מזרחי       
1377,שבי דרום,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,467,467,467,-,אשכול רשויות נגב מערבי        
282,שבי ציון,הצפון,עכו,מושבים שיתופיים,מטה אשר,אזור נהרייה,"1,275","1,274","1,246",-,אשכול רשויות גליל מערבי       
3571,שבי שומרון,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,083","1,083","1,080",-,אשכול יהודה ושומרון           
913,שבלי - אום אל-גנם,הצפון,יזרעאל,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"6,370",6,-,"6,364",אשכול רשויות הכנרת והעמקים    
1286,שגב-שלום,הדרום,באר שבע,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור באר שבע,"12,540",16,-,"12,524",אשכול רשויות נגב מזרחי        
721,שדה אילן,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,685,685,685,-,אשכול רשויות הכנרת והעמקים    
304,שדה אליהו,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,703,702,699,-,אשכול רשויות הכנרת והעמקים    
861,שדה אליעזר,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,עמק חולה,891,891,863,1,אשכול רשויות גליל מזרחי       
885,שדה בוקר,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,470,467,449,3,אשכול רשויות נגב מזרחי        
36,שדה דוד,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,649,648,635,1,ללא שיוך לאשכול               
284,שדה ורבורג,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,411","1,411","1,394",-,אשכול רשויות השרון            
293,שדה יואב,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,607,606,588,-,אשכול רשויות שורק דרומי       
142,שדה יעקב,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,אזור יקנעם,"1,096","1,096","1,090",-,אשכול רשויות הגליל והעמקים    
2008,שדה יצחק,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,מנשה,אזור חדרה,730,729,699,1,ללא שיוך לאשכול               
18,שדה משה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,800,799,781,1,ללא שיוך לאשכול               
